---- dump tabulek a views
SELECT 
    c.TABLE_NAME,
    c.ORDINAL_POSITION                                AS poz,
    c.COLUMN_NAME,
    c.DATA_TYPE,
    c.CHARACTER_MAXIMUM_LENGTH                        AS delka,
    c.NUMERIC_PRECISION                               AS presnost,
    c.NUMERIC_SCALE                                   AS meritko,
    c.IS_NULLABLE                                     AS nullable,
    CASE WHEN pk.COLUMN_NAME IS NOT NULL THEN 'PK' ELSE '' END AS klic
FROM INFORMATION_SCHEMA.COLUMNS c
INNER JOIN INFORMATION_SCHEMA.TABLES t
        ON t.TABLE_NAME = c.TABLE_NAME AND t.TABLE_SCHEMA = c.TABLE_SCHEMA
LEFT JOIN (
    SELECT ku.TABLE_NAME, ku.COLUMN_NAME
    FROM INFORMATION_SCHEMA.TABLE_CONSTRAINTS tc
    JOIN INFORMATION_SCHEMA.KEY_COLUMN_USAGE ku
            ON tc.CONSTRAINT_NAME = ku.CONSTRAINT_NAME
           AND tc.TABLE_NAME      = ku.TABLE_NAME
    WHERE tc.CONSTRAINT_TYPE = 'PRIMARY KEY'
) pk ON pk.TABLE_NAME = c.TABLE_NAME AND pk.COLUMN_NAME = c.COLUMN_NAME
WHERE t.TABLE_TYPE = 'BASE TABLE'
ORDER BY c.TABLE_NAME, c.ORDINAL_POSITION;

----

SELECT 
    s.name        AS schema_name,
    v.name        AS view_name,
    m.definition  AS create_script
FROM sys.views v
JOIN sys.schemas s ON s.schema_id = v.schema_id
JOIN sys.sql_modules m ON m.object_id = v.object_id
ORDER BY s.name, v.name;

-----
TABLE_NAME	poz	COLUMN_NAME	DATA_TYPE	delka	presnost	meritko	nullable	klic
EDavky	3	CisloRozhod	varchar	18	NULL	NULL	YES	
EDavky	4	RelDruhDZNP	int	NULL	10	0	YES	
EDavky	5	RelStavDZNP	int	NULL	10	0	YES	
EDavky	6	Jmeno	varchar	100	NULL	NULL	YES	
EDavky	7	Prijmeni	varchar	100	NULL	NULL	YES	
EDavky	8	DatNar	datetime	NULL	NULL	NULL	YES	
EDavky	9	RodCisl	varchar	11	NULL	NULL	YES	
EDavky	10	CizCisPojSP	varchar	10	NULL	NULL	YES	
EDavky	11	DatOd	datetime	NULL	NULL	NULL	YES	
EDavky	12	DatKe	datetime	NULL	NULL	NULL	YES	
EDavky	13	DatDo	datetime	NULL	NULL	NULL	YES	
EDavky	14	VracetZmeny	bit	NULL	NULL	NULL	NO	
EDavky	15	Oznacil	varchar	2	NULL	NULL	YES	
EDavky	16	Ucetni	varchar	2	NULL	NULL	YES	
EDavky	17	Creator	varchar	2	NULL	NULL	YES	
EDavky	18	SText	varchar	38	NULL	NULL	YES	
EDavky	19	Pozn	text	2147483647	NULL	NULL	YES	
EDavky	20	DatCreate	datetime	NULL	NULL	NULL	YES	
EDavky	21	DatSave	datetime	NULL	NULL	NULL	YES	
EDavky	22	NullCheck_CisloRozhod	int	NULL	10	0	NO	
EDavkyPol	1	ID	int	NULL	10	0	NO	PK
EDavkyPol	2	RefAg	int	NULL	10	0	YES	
EDavkyPol	3	Verze	varchar	6	NULL	NULL	YES	
EDavkyPol	4	VarSym	varchar	10	NULL	NULL	YES	
EDavkyPol	5	RelTypDZNP	int	NULL	10	0	YES	
EDavkyPol	6	RelStavPod	int	NULL	10	0	YES	
EDavkyPol	7	RelStavPri	int	NULL	10	0	YES	
EDavkyPol	8	CisloRozhod	varchar	18	NULL	NULL	YES	
EDavkyPol	9	IDPodani	varchar	36	NULL	NULL	YES	
EDavkyPol	10	OprPodani	bit	NULL	NULL	NULL	NO	
EDavkyPol	11	PoznDavky	varchar	155	NULL	NULL	YES	
EDavkyPol	12	DatVystaveni	datetime	NULL	NULL	NULL	YES	
EDavkyPol	13	DatPrijeti	datetime	NULL	NULL	NULL	YES	
EDavkyPol	14	CasZmeny	datetime	NULL	NULL	NULL	YES	
EDavkyPol	15	DatZmeny	datetime	NULL	NULL	NULL	YES	
EDavkyPol	16	Jmeno	varchar	100	NULL	NULL	YES	
EDavkyPol	17	Prijmeni	varchar	100	NULL	NULL	YES	
EDavkyPol	18	DatNar	datetime	NULL	NULL	NULL	YES	
EDavkyPol	19	RodCisl	varchar	11	NULL	NULL	YES	
EDavkyPol	20	CizCisPojSP	varchar	10	NULL	NULL	YES	
EDavkyPol	21	DatOd	datetime	NULL	NULL	NULL	YES	
EDavkyPol	22	DatKe	datetime	NULL	NULL	NULL	YES	
EDavkyPol	23	DatDo	datetime	NULL	NULL	NULL	YES	
EDavkyPol	24	DatStorno	datetime	NULL	NULL	NULL	YES	
EDavkyPol	25	DatPapirPodani	datetime	NULL	NULL	NULL	YES	
EDavkyPol	26	NazevPzs	varchar	155	NULL	NULL	YES	
EDavkyPol	27	JmenoLekar	varchar	100	NULL	NULL	YES	
EDavkyPol	28	UliceLekar	varchar	100	NULL	NULL	YES	
EDavkyPol	29	CPLekar	varchar	12	NULL	NULL	YES	
EDavkyPol	30	COLekar	varchar	4	NULL	NULL	YES	
EDavkyPol	31	ObecLekar	varchar	100	NULL	NULL	YES	
EDavkyPol	32	PSCLekar	varchar	5	NULL	NULL	YES	
EDavkyPol	33	KodStatuLekar	varchar	2	NULL	NULL	YES	
EDavkyPol	34	NazevPzsPredal	varchar	155	NULL	NULL	YES	
EDavkyPol	35	JmenoLekarPredal	varchar	100	NULL	NULL	YES	
EDavkyPol	36	UliceLekarPredal	varchar	100	NULL	NULL	YES	
EDavkyPol	37	CPLekarPredal	varchar	12	NULL	NULL	YES	
EDavkyPol	38	COLekarPredal	varchar	4	NULL	NULL	YES	
EDavkyPol	39	ObecLekarPredal	varchar	100	NULL	NULL	YES	
EDavkyPol	40	PSCLekarPredal	varchar	5	NULL	NULL	YES	
EDavkyPol	41	KodStatuLekarPredal	varchar	2	NULL	NULL	YES	
EDavkyPol	42	JmenoDite	varchar	100	NULL	NULL	YES	
EDavkyPol	43	PrijmeniDite	varchar	100	NULL	NULL	YES	
EDavkyPol	44	DatNarDite	datetime	NULL	NULL	NULL	YES	
EDavkyPol	45	RodCislDite	varchar	11	NULL	NULL	YES	
EDavkyPol	46	DatOdDite	datetime	NULL	NULL	NULL	YES	
EDavkyPol	47	DatDoDite	datetime	NULL	NULL	NULL	YES	
EDavkyPol	48	DatPorod	datetime	NULL	NULL	NULL	YES	
EDavkyPol	49	DatOcekPorod	datetime	NULL	NULL	NULL	YES	
EDavkyPol	50	Onemocnela	bit	NULL	NULL	NULL	NO	
EDavkyPol	51	PrevzetiDoPece	bit	NULL	NULL	NULL	NO	
EDavkyPol	52	Navazujici	bit	NULL	NULL	NULL	NO	
EDavkyPol	53	NemuzePecovat	bit	NULL	NULL	NULL	NO	
EDavkyPol	54	NarizenaKarantena	bit	NULL	NULL	NULL	NO	
EDavkyPol	55	InkurabilniStav	bit	NULL	NULL	NULL	NO	
EDavkyPol	56	Hospitalizace	bit	NULL	NULL	NULL	NO	
EDavkyPol	57	DatHospitOd	datetime	NULL	NULL	NULL	YES	
EDavkyPol	58	DatHospitDo	datetime	NULL	NULL	NULL	YES	
EET	1	ID	int	NULL	10	0	NO	PK
EET	2	Sel	bit	NULL	NULL	NULL	NO	
EET	3	RelAg	int	NULL	10	0	YES	
EET	4	RelID	int	NULL	10	0	YES	
EET	5	Cislo	varchar	32	NULL	NULL	YES	
EET	6	DatTrzby	datetime	NULL	NULL	NULL	YES	
EET	7	CelkovaTrzba	money	NULL	19	4	YES	
EET	8	DatOdeslani	datetime	NULL	NULL	NULL	YES	
EET	9	DatPrijeti	datetime	NULL	NULL	NULL	YES	
EET	10	RelStavEET	int	NULL	10	0	YES	
EET	11	Overeni	bit	NULL	NULL	NULL	NO	
EET	12	RelRezim	int	NULL	10	0	YES	
EET	13	DICPoplat	varchar	18	NULL	NULL	YES	
EET	14	DICPover	varchar	18	NULL	NULL	YES	
EET	15	Provozovna	int	NULL	10	0	YES	
EET	16	Zarizeni	varchar	20	NULL	NULL	YES	
EET	17	PKP	text	2147483647	NULL	NULL	YES	
EET	18	BKP	varchar	44	NULL	NULL	YES	
EET	19	FIK	varchar	39	NULL	NULL	YES	
EET	20	ZmenaDokladu	bit	NULL	NULL	NULL	NO	
EET	21	UUID	varchar	36	NULL	NULL	YES	
EET	22	DatTrzbyPosun	int	NULL	10	0	YES	
EET	23	PrvniZaslani	bit	NULL	NULL	NULL	NO	
EET	24	KodChyby	int	NULL	10	0	YES	
EET	25	PopisChyby	varchar	255	NULL	NULL	YES	
EET	26	VerzeProt	int	NULL	10	0	YES	
EET	27	ZakladNepodlDPH	money	NULL	19	4	YES	
EET	28	ZakladDan1	money	NULL	19	4	YES	
EET	29	Dan1	money	NULL	19	4	YES	
EET	30	ZakladDan2	money	NULL	19	4	YES	
EET	31	Dan2	money	NULL	19	4	YES	
EET	32	ZakladDan3	money	NULL	19	4	YES	
EET	33	Dan3	money	NULL	19	4	YES	
EET	34	CestovniSluzba	money	NULL	19	4	YES	
EET	35	PouziteZbozi1	money	NULL	19	4	YES	
EET	36	PouziteZbozi2	money	NULL	19	4	YES	
EET	37	PouziteZbozi3	money	NULL	19	4	YES	
EET	38	UrcenoCerpZuct	money	NULL	19	4	YES	
EET	39	CerpZuct	money	NULL	19	4	YES	
EET	40	RefCert	int	NULL	10	0	YES	
EET	41	Oznacil	varchar	2	NULL	NULL	YES	
EET	42	Ucetni	varchar	2	NULL	NULL	YES	
EET	43	Creator	varchar	2	NULL	NULL	YES	
EET	44	DatCreate	datetime	NULL	NULL	NULL	YES	
EET	45	DatSave	datetime	NULL	NULL	NULL	YES	
EET	46	HistorieLog	text	2147483647	NULL	NULL	YES	
EET	47	Pozn	text	2147483647	NULL	NULL	YES	
EETProfil	1	ID	int	NULL	10	0	NO	PK
EETProfil	2	Sel	bit	NULL	NULL	NULL	NO	
EETProfil	3	IDS	varchar	10	NULL	NULL	YES	
EETProfil	4	SText	varchar	32	NULL	NULL	YES	
EETProfil	5	Provozovna	int	NULL	10	0	YES	
EETProfil	6	Zarizeni	varchar	20	NULL	NULL	YES	
EETProfil	7	Settings	image	2147483647	NULL	NULL	YES	
EETProfil	8	ZjednRezim	bit	NULL	NULL	NULL	NO	
EETProfil	9	Timeout	int	NULL	10	0	YES	
EETProfil	10	PocetPokusu	int	NULL	10	0	YES	
EETProfil	11	NewDeniedByUser	bit	NULL	NULL	NULL	NO	
EETProfil	12	AutoPrintOnSave	bit	NULL	NULL	NULL	NO	
EETProfil	13	RezimPover	bit	NULL	NULL	NULL	NO	
EETProfil	14	DICPover	varchar	18	NULL	NULL	YES	
EETProfil	15	RefPzdJ	int	NULL	10	0	YES	
EETProfil	16	Oznacil	varchar	2	NULL	NULL	YES	
EETProfil	17	Ucetni	varchar	2	NULL	NULL	YES	
EETProfil	18	Creator	varchar	2	NULL	NULL	YES	
EETProfil	19	DatCreate	datetime	NULL	NULL	NULL	YES	
EETProfil	20	DatSave	datetime	NULL	NULL	NULL	YES	
EETProfil	21	Pozn	text	2147483647	NULL	NULL	YES	
EETProfil	22	NullCheck_IDS	int	NULL	10	0	NO	
ElArchiv	1	ID	int	NULL	10	0	NO	PK
ElArchiv	2	Sel	bit	NULL	NULL	NULL	NO	
ElArchiv	3	Zapnuto	bit	NULL	NULL	NULL	NO	
ElArchiv	4	RelElArchiv	int	NULL	10	0	YES	
ElArchiv	5	DatOd	datetime	NULL	NULL	NULL	YES	
ElArchiv	6	RelTrackTyp	int	NULL	10	0	YES	
ElArchiv	7	Settings	image	2147483647	NULL	NULL	YES	
ElArchiv	8	Oznacil	varchar	2	NULL	NULL	YES	
ElArchiv	9	Ucetni	varchar	2	NULL	NULL	YES	
ElArchiv	10	Creator	varchar	2	NULL	NULL	YES	
ElArchiv	11	DatCreate	datetime	NULL	NULL	NULL	YES	
ElArchiv	12	DatSave	datetime	NULL	NULL	NULL	YES	
ElArchiv	13	Pozn	text	2147483647	NULL	NULL	YES	
ElArchivHist	1	ID	int	NULL	10	0	NO	
ElArchivHist	2	RefAg	int	NULL	10	0	YES	
ElArchivHist	3	RelAgID	int	NULL	10	0	YES	
ElArchivHist	4	RefID	int	NULL	10	0	YES	
ElArchivHist	5	Cislo	varchar	32	NULL	NULL	YES	
ElArchivHist	6	RelElArHistTp	int	NULL	10	0	YES	
ElArchivHist	7	SText	text	2147483647	NULL	NULL	YES	
ElArchivHist	8	Creator	varchar	2	NULL	NULL	YES	
ElArchivHist	9	DatCreate	datetime	NULL	NULL	NULL	YES	
ELDP	1	ID	int	NULL	10	0	NO	PK
ELDP	2	Sel	bit	NULL	NULL	NULL	NO	
ELDP	3	Rok	int	NULL	10	0	YES	
ELDP	4	RefStavDP	int	NULL	10	0	YES	
ELDP	5	DatPod	datetime	NULL	NULL	NULL	YES	
ELDP	6	DatPrij	datetime	NULL	NULL	NULL	YES	
ELDP	7	SText	varchar	35	NULL	NULL	YES	
ELDP	8	Uloha	varchar	32	NULL	NULL	YES	
ELDP	9	RespPoint	varchar	255	NULL	NULL	YES	
ELDP	10	ElOdeslano	bit	NULL	NULL	NULL	NO	
ELDP	11	Oznacil	varchar	2	NULL	NULL	YES	
ELDP	12	Ucetni	varchar	2	NULL	NULL	YES	
ELDP	13	Creator	varchar	2	NULL	NULL	YES	
ELDP	14	Pozn	text	2147483647	NULL	NULL	YES	
ELDP	15	Lock	bit	NULL	NULL	NULL	NO	
ELDP	16	Lock1	bit	NULL	NULL	NULL	NO	
ELDP	17	DatCreate	datetime	NULL	NULL	NULL	YES	
ELDP	18	DatSave	datetime	NULL	NULL	NULL	YES	
ELDPpol	1	ID	int	NULL	10	0	NO	PK
ELDPpol	2	RefAg	int	NULL	10	0	YES	
ELDPpol	3	Rok	int	NULL	10	0	YES	
ELDPpol	4	TypELDP	varchar	2	NULL	NULL	YES	
ELDPpol	5	Prijmeni	varchar	32	NULL	NULL	YES	
ELDPpol	6	Jmeno	varchar	64	NULL	NULL	YES	
ELDPpol	7	Titul	varchar	32	NULL	NULL	YES	
ELDPpol	8	Ulice	varchar	64	NULL	NULL	YES	
ELDPpol	9	CP	varchar	10	NULL	NULL	YES	
ELDPpol	10	Obec	varchar	45	NULL	NULL	YES	
ELDPpol	11	Posta	varchar	5	NULL	NULL	YES	
ELDPpol	12	PSC	varchar	15	NULL	NULL	YES	
ELDPpol	13	Stat	varchar	2	NULL	NULL	YES	
ELDPpol	14	RodCisl	varchar	11	NULL	NULL	YES	
ELDPpol	15	DatNar	datetime	NULL	NULL	NULL	YES	
ELDPpol	16	Rozena	varchar	32	NULL	NULL	YES	
ELDPpol	17	MistoNar	varchar	24	NULL	NULL	YES	
ELDPpol	18	DatOpr	datetime	NULL	NULL	NULL	YES	
ELDPpol	19	RefZAMpomer1	int	NULL	10	0	YES	
ELDPpol	20	Kod1	varchar	3	NULL	NULL	YES	
ELDPpol	21	MR1	varchar	1	NULL	NULL	YES	
ELDPpol	22	DatOd1	datetime	NULL	NULL	NULL	YES	
ELDPpol	23	DatDo1	datetime	NULL	NULL	NULL	YES	
ELDPpol	24	Dny1	int	NULL	10	0	YES	
ELDPpol	25	Mes1R1	bit	NULL	NULL	NULL	NO	
ELDPpol	26	Mes2R1	bit	NULL	NULL	NULL	NO	
ELDPpol	27	Mes3R1	bit	NULL	NULL	NULL	NO	
ELDPpol	28	Mes4R1	bit	NULL	NULL	NULL	NO	
ELDPpol	29	Mes5R1	bit	NULL	NULL	NULL	NO	
ELDPpol	30	Mes6R1	bit	NULL	NULL	NULL	NO	
ELDPpol	31	Mes7R1	bit	NULL	NULL	NULL	NO	
ELDPpol	32	Mes8R1	bit	NULL	NULL	NULL	NO	
ELDPpol	33	Mes9R1	bit	NULL	NULL	NULL	NO	
ELDPpol	34	Mes10R1	bit	NULL	NULL	NULL	NO	
ELDPpol	35	Mes11R1	bit	NULL	NULL	NULL	NO	
ELDPpol	36	Mes12R1	bit	NULL	NULL	NULL	NO	
ELDPpol	37	Mes1_12R1	bit	NULL	NULL	NULL	NO	
ELDPpol	38	VylDoby1	int	NULL	10	0	YES	
ELDPpol	39	VymZakl1	money	NULL	19	4	YES	
ELDPpol	40	DobyOdec1	int	NULL	10	0	YES	
ELDPpol	41	RefZAMpomer2	int	NULL	10	0	YES	
ELDPpol	42	Kod2	varchar	3	NULL	NULL	YES	
ELDPpol	43	MR2	varchar	1	NULL	NULL	YES	
ELDPpol	44	DatOd2	datetime	NULL	NULL	NULL	YES	
ELDPpol	45	DatDo2	datetime	NULL	NULL	NULL	YES	
ELDPpol	46	Dny2	int	NULL	10	0	YES	
ELDPpol	47	Mes1R2	bit	NULL	NULL	NULL	NO	
ELDPpol	48	Mes2R2	bit	NULL	NULL	NULL	NO	
ELDPpol	49	Mes3R2	bit	NULL	NULL	NULL	NO	
ELDPpol	50	Mes4R2	bit	NULL	NULL	NULL	NO	
ELDPpol	51	Mes5R2	bit	NULL	NULL	NULL	NO	
ELDPpol	52	Mes6R2	bit	NULL	NULL	NULL	NO	
ELDPpol	53	Mes7R2	bit	NULL	NULL	NULL	NO	
ELDPpol	54	Mes8R2	bit	NULL	NULL	NULL	NO	
ELDPpol	55	Mes9R2	bit	NULL	NULL	NULL	NO	
ELDPpol	56	Mes10R2	bit	NULL	NULL	NULL	NO	
ELDPpol	57	Mes11R2	bit	NULL	NULL	NULL	NO	
ELDPpol	58	Mes12R2	bit	NULL	NULL	NULL	NO	
ELDPpol	59	Mes1_12R2	bit	NULL	NULL	NULL	NO	
ELDPpol	60	VylDoby2	int	NULL	10	0	YES	
ELDPpol	61	VymZakl2	money	NULL	19	4	YES	
ELDPpol	62	DobyOdec2	int	NULL	10	0	YES	
ELDPpol	63	RefZAMpomer3	int	NULL	10	0	YES	
ELDPpol	64	Kod3	varchar	3	NULL	NULL	YES	
ELDPpol	65	MR3	varchar	1	NULL	NULL	YES	
ELDPpol	66	DatOd3	datetime	NULL	NULL	NULL	YES	
ELDPpol	67	DatDo3	datetime	NULL	NULL	NULL	YES	
ELDPpol	68	Dny3	int	NULL	10	0	YES	
ELDPpol	69	Mes1R3	bit	NULL	NULL	NULL	NO	
ELDPpol	70	Mes2R3	bit	NULL	NULL	NULL	NO	
ELDPpol	71	Mes3R3	bit	NULL	NULL	NULL	NO	
ELDPpol	72	Mes4R3	bit	NULL	NULL	NULL	NO	
ELDPpol	73	Mes5R3	bit	NULL	NULL	NULL	NO	
ELDPpol	74	Mes6R3	bit	NULL	NULL	NULL	NO	
ELDPpol	75	Mes7R3	bit	NULL	NULL	NULL	NO	
ELDPpol	76	Mes8R3	bit	NULL	NULL	NULL	NO	
ELDPpol	77	Mes9R3	bit	NULL	NULL	NULL	NO	
ELDPpol	78	Mes10R3	bit	NULL	NULL	NULL	NO	
ELDPpol	79	Mes11R3	bit	NULL	NULL	NULL	NO	
ELDPpol	80	Mes12R3	bit	NULL	NULL	NULL	NO	
ELDPpol	81	Mes1_12R3	bit	NULL	NULL	NULL	NO	
ELDPpol	82	VylDoby3	int	NULL	10	0	YES	
ELDPpol	83	VymZakl3	money	NULL	19	4	YES	
ELDPpol	84	DobyOdec3	int	NULL	10	0	YES	
ELDPpol	85	Druh1	varchar	1	NULL	NULL	YES	
ELDPpol	86	DatOdD1	datetime	NULL	NULL	NULL	YES	
ELDPpol	87	DatDoD1	datetime	NULL	NULL	NULL	YES	
ELDPpol	88	Druh2	varchar	1	NULL	NULL	YES	
ELDPpol	89	DatOdD2	datetime	NULL	NULL	NULL	YES	
ELDPpol	90	DatDoD2	datetime	NULL	NULL	NULL	YES	
ELDPpol	91	DatOdVCO	datetime	NULL	NULL	NULL	YES	
ELDPpol	92	RefStavDP	int	NULL	10	0	YES	
ELDPpol	93	Err	varchar	255	NULL	NULL	YES	
EmailsSent	1	ID	int	NULL	10	0	NO	PK
EmailsSent	2	Sel	bit	NULL	NULL	NULL	NO	
EmailsSent	3	RefAg	int	NULL	10	0	YES	
EmailsSent	4	RelMailingInterface	int	NULL	10	0	YES	
EmailsSent	5	EmailFrom	text	2147483647	NULL	NULL	YES	
EmailsSent	6	EmailAddress	text	2147483647	NULL	NULL	YES	
EmailsSent	7	EmailAddressCC	text	2147483647	NULL	NULL	YES	
EmailsSent	8	EmailAddressBC	text	2147483647	NULL	NULL	YES	
EmailsSent	9	Subject	varchar	255	NULL	NULL	YES	
EmailsSent	10	SText	text	2147483647	NULL	NULL	YES	
EmailsSent	11	Attachments	text	2147483647	NULL	NULL	YES	
EmailsSent	12	Priority	int	NULL	10	0	YES	
EmailsSent	13	ReturnReceipt	bit	NULL	NULL	NULL	NO	
EmailsSent	14	DisposNotif	bit	NULL	NULL	NULL	NO	
EmailsSent	15	StatusInfo	varchar	255	NULL	NULL	YES	
EmailsSent	16	Datum	datetime	NULL	NULL	NULL	YES	
EmailsSent	17	Oznacil	varchar	2	NULL	NULL	YES	
EmailsSent	18	Ucetni	varchar	2	NULL	NULL	YES	
EmailsSent	19	Creator	varchar	2	NULL	NULL	YES	
EmailsSent	20	DatCreate	datetime	NULL	NULL	NULL	YES	
EmailsSent	21	DatSave	datetime	NULL	NULL	NULL	YES	
EmailsSent	22	Pozn	text	2147483647	NULL	NULL	YES	
EmailsTmpl	1	ID	int	NULL	10	0	NO	PK
EmailsTmpl	2	Nazev	varchar	255	NULL	NULL	YES	
EmailsTmpl	3	RefAg	int	NULL	10	0	YES	
EmailsTmpl	4	EmailAddress	text	2147483647	NULL	NULL	YES	
EmailsTmpl	5	EmailAddressCC	text	2147483647	NULL	NULL	YES	
EmailsTmpl	6	EmailAddressBC	text	2147483647	NULL	NULL	YES	
EmailsTmpl	7	Subject	varchar	255	NULL	NULL	YES	
EmailsTmpl	8	SText	text	2147483647	NULL	NULL	YES	
EmailsTmpl	9	Attachments	text	2147483647	NULL	NULL	YES	
EmailsTmpl	10	Priority	int	NULL	10	0	YES	
EmailsTmpl	11	ReturnReceipt	bit	NULL	NULL	NULL	NO	
EmailsTmpl	12	DisposNotif	bit	NULL	NULL	NULL	NO	
EmailsTmpl	13	Datum	datetime	NULL	NULL	NULL	YES	
EmailsTmpl	14	Creator	varchar	2	NULL	NULL	YES	
ENeschop	1	ID	int	NULL	10	0	NO	PK
ENeschop	2	Sel	bit	NULL	NULL	NULL	NO	
ENeschop	3	CisloRozhod	varchar	18	NULL	NULL	YES	
ENeschop	4	RefZam	int	NULL	10	0	YES	
ENeschop	5	RelStavENes	int	NULL	10	0	YES	
ENeschop	6	Jmeno	varchar	100	NULL	NULL	YES	
ENeschop	7	Prijmeni	varchar	100	NULL	NULL	YES	
ENeschop	8	DatNar	datetime	NULL	NULL	NULL	YES	
ENeschop	9	RodCisl	varchar	11	NULL	NULL	YES	
ENeschop	10	CizCisPojSP	varchar	10	NULL	NULL	YES	
ENeschop	11	RelDruhZ	int	NULL	10	0	YES	
ENeschop	12	ICO	varchar	35	NULL	NULL	YES	
ENeschop	13	VarSym	varchar	10	NULL	NULL	YES	
ENeschop	14	PracUraz	bit	NULL	NULL	NULL	NO	
ENeschop	15	JinaOs	bit	NULL	NULL	NULL	NO	
ENeschop	16	AlkOmamn	bit	NULL	NULL	NULL	NO	
ENeschop	17	NeschopOd	datetime	NULL	NULL	NULL	YES	
ENeschop	18	NeschopK	datetime	NULL	NULL	NULL	YES	
ENeschop	19	NeschopDo	datetime	NULL	NULL	NULL	YES	
ENeschop	20	PoznNotif	varchar	150	NULL	NULL	YES	
ENeschop	21	Oznacil	varchar	2	NULL	NULL	YES	
ENeschop	22	Ucetni	varchar	2	NULL	NULL	YES	
ENeschop	23	Creator	varchar	2	NULL	NULL	YES	
ENeschop	24	SText	varchar	38	NULL	NULL	YES	
ENeschop	25	Pozn	text	2147483647	NULL	NULL	YES	
ENeschop	26	DatCreate	datetime	NULL	NULL	NULL	YES	
ENeschop	27	DatSave	datetime	NULL	NULL	NULL	YES	
ENeschop	28	NullCheck_CisloRozhod	int	NULL	10	0	NO	
ENeschopPobyt	1	ID	int	NULL	10	0	NO	PK
ENeschopPobyt	2	RefAg	int	NULL	10	0	YES	
ENeschopPobyt	3	DatVznikNotif	datetime	NULL	NULL	NULL	YES	
ENeschopPobyt	4	DatOd	datetime	NULL	NULL	NULL	YES	
ENeschopPobyt	5	DatDo	datetime	NULL	NULL	NULL	YES	
ENeschopPobyt	6	Ulice	varchar	100	NULL	NULL	YES	
ENeschopPobyt	7	CP	varchar	12	NULL	NULL	YES	
ENeschopPobyt	8	CO	varchar	4	NULL	NULL	YES	
ENeschopPobyt	9	Obec	varchar	100	NULL	NULL	YES	
ENeschopPobyt	10	PSC	varchar	5	NULL	NULL	YES	
ENeschopPobyt	11	KodStatu	varchar	2	NULL	NULL	YES	
ENeschopPobyt	12	Dodatek	varchar	50	NULL	NULL	YES	
ENeschopPol	1	ID	int	NULL	10	0	NO	PK
ENeschopPol	2	RefAg	int	NULL	10	0	YES	
ENeschopPol	3	Verze	varchar	6	NULL	NULL	YES	
ENeschopPol	4	RelTpNotif	int	NULL	10	0	YES	
ENeschopPol	5	IDNotifikace	varchar	38	NULL	NULL	YES	
ENeschopPol	6	CisloRozhod	varchar	18	NULL	NULL	YES	
ENeschopPol	7	IdPripadu	varchar	38	NULL	NULL	YES	
ENeschopPol	8	Zmena	varchar	100	NULL	NULL	YES	
ENeschopPol	9	PoznNotif	varchar	150	NULL	NULL	YES	
ENeschopPol	10	DatVznikNotif	datetime	NULL	NULL	NULL	YES	
ENeschopPol	11	IsPlatny	bit	NULL	NULL	NULL	NO	
ENeschopPol	12	Jmeno	varchar	100	NULL	NULL	YES	
ENeschopPol	13	Prijmeni	varchar	100	NULL	NULL	YES	
ENeschopPol	14	DatNar	datetime	NULL	NULL	NULL	YES	
ENeschopPol	15	RodCisl	varchar	11	NULL	NULL	YES	
ENeschopPol	16	CizCisPojSP	varchar	10	NULL	NULL	YES	
ENeschopPol	17	RelDruhZ	int	NULL	10	0	YES	
ENeschopPol	18	KodDruhZ	varchar	40	NULL	NULL	YES	
ENeschopPol	19	NazevDruhZ	text	2147483647	NULL	NULL	YES	
ENeschopPol	20	VarSym	varchar	10	NULL	NULL	YES	
ENeschopPol	21	ICO	varchar	35	NULL	NULL	YES	
ENeschopPol	22	PracUraz	bit	NULL	NULL	NULL	NO	
ENeschopPol	23	JinaOs	bit	NULL	NULL	NULL	NO	
ENeschopPol	24	AlkOmamn	bit	NULL	NULL	NULL	NO	
ENeschopPol	25	NeschopOd	datetime	NULL	NULL	NULL	YES	
ENeschopPol	26	NeschopK	datetime	NULL	NULL	NULL	YES	
ENeschopPol	27	NeschopDo	datetime	NULL	NULL	NULL	YES	
ENeschopPol	28	JmenoLekare	varchar	100	NULL	NULL	YES	
ENeschopPol	29	NazevPzs	varchar	155	NULL	NULL	YES	
ENeschopPol	30	UliceLekar	varchar	100	NULL	NULL	YES	
ENeschopPol	31	CPLekar	varchar	12	NULL	NULL	YES	
ENeschopPol	32	COLekar	varchar	4	NULL	NULL	YES	
ENeschopPol	33	ObecLekar	varchar	100	NULL	NULL	YES	
ENeschopPol	34	PSCLekar	varchar	5	NULL	NULL	YES	
ENeschopPol	35	KodStatuLekar	varchar	2	NULL	NULL	YES	
ENeschopVychazky	1	ID	int	NULL	10	0	NO	PK
ENeschopVychazky	2	RefAg	int	NULL	10	0	YES	
ENeschopVychazky	3	DatVznikNotif	datetime	NULL	NULL	NULL	YES	
ENeschopVychazky	4	DatOd	datetime	NULL	NULL	NULL	YES	
ENeschopVychazky	5	DatDo	datetime	NULL	NULL	NULL	YES	
ENeschopVychazky	6	CasOd	datetime	NULL	NULL	NULL	YES	
ENeschopVychazky	7	CasDo	datetime	NULL	NULL	NULL	YES	
ENP	1	ID	int	NULL	10	0	NO	PK
ENP	2	Sel	bit	NULL	NULL	NULL	NO	
ENP	3	Nazev	varchar	40	NULL	NULL	YES	
